,Location,Price,Rooms,Bathrooms,Car Parks,Property Type,Size,Furnishing,Size_type
4736,4,1650000.0,4.0,3.0,0.0,2-sty Terrace/Link House (Intermediate),1498.0,3,land area 
4738,30,580000.0,3.0,2.0,2.0,Condominium (Intermediate),940.0,2,built-up 
4739,8,550000.0,1.0,1.0,1.0,Condominium (Intermediate),785.0,1,built-up 
4740,28,900000.0,3.0,2.0,2.0,Condominium (Corner),1182.0,0,built-up 
4741,30,704880.0,3.0,2.0,2.0,Condominium,940.0,3,built-up 
4742,14,4500000.0,6.0,7.0,0.0,Bungalow,2970.0,1,land area 
4743,29,800000.0,6.0,6.0,2.0,Condominium (Penthouse),2387.0,2,built-up 
4744,40,3100000.0,5.0,6.0,3.0,Condominium,3460.0,0,built-up 
4745,14,4700000.0,4.0,3.0,0.0,Bungalow,9000.0,2,land area 
4746,14,12500000.0,7.0,6.0,0.0,Bungalow,8000.0,0,land area 
4747,24,500000.0,3.0,2.0,3.0,Condominium,1000.0,2,built-up 
4748,4,1300000.0,2.0,3.0,2.0,1-sty Terrace/Link House (Intermediate),1800.0,1,land area 
4749,11,3250000.0,7.0,7.0,2.0,Bungalow (Intermediate),5000.0,2,land area 
4750,30,1950000.0,4.0,4.0,0.0,Condominium,2535.0,1,built-up 
4751,11,880000.0,4.0,3.0,2.0,2-sty Terrace/Link House (Intermediate),1650.0,1,land area 
4753,25,480000.0,3.0,2.0,1.0,Condominium,1148.0,0,built-up 
4755,9,1750000.0,5.0,4.0,2.0,2.5-sty Terrace/Link House (Intermediate),1840.0,0,land area 
4756,9,950000.0,5.0,3.0,2.0,Condominium (Corner),1513.0,1,built-up 
4757,31,715000.0,3.0,2.0,2.0,Townhouse (Intermediate),1685.0,1,built-up 
4758,9,3050000.0,7.0,6.0,0.0,Semi-detached House (Corner),4293.0,2,land area 
4759,9,2500000.0,7.0,7.0,0.0,2.5-sty Terrace/Link House (Corner),3230.0,2,land area 
4760,9,1450000.0,6.0,5.0,0.0,3-sty Terrace/Link House (Intermediate),1540.0,2,land area 
4761,9,920000.0,4.0,3.0,2.0,Condominium,1415.0,0,built-up 
4762,9,1500000.0,4.0,4.0,0.0,Condominium (Corner),1700.0,1,built-up 
4763,9,1800000.0,5.0,4.0,0.0,2.5-sty Terrace/Link House (Intermediate),2496.0,1,land area 
4764,44,3800000.0,5.0,4.0,0.0,Bungalow,5554.0,1,land area 
4765,9,2100000.0,5.0,4.0,2.0,3-sty Terrace/Link House (EndLot),2720.0,0,land area 
4766,9,1600000.0,5.0,4.0,0.0,2.5-sty Terrace/Link House (Intermediate),1840.0,0,land area 
4767,9,2850000.0,5.0,4.0,2.0,3-sty Terrace/Link House (Corner),3067.0,1,land area 
4768,9,1850000.0,7.0,7.0,0.0,2.5-sty Terrace/Link House (Intermediate),2640.0,2,land area 
4769,9,520000.0,3.0,2.0,1.0,Apartment (Intermediate),1001.0,0,built-up 
4770,9,1800000.0,4.0,4.0,0.0,2.5-sty Terrace/Link House (Intermediate),2040.0,0,land area 
4771,20,890000.0,4.0,3.0,0.0,2-sty Terrace/Link House (Intermediate),1650.0,2,land area 
4772,9,2100000.0,7.0,5.0,0.0,2.5-sty Terrace/Link House (Intermediate),1955.0,0,land area 
4773,9,930000.0,4.0,3.0,2.0,Condominium (Intermediate),1415.0,0,built-up 
4774,9,785000.0,3.0,2.0,0.0,Condominium (Corner),1212.0,0,built-up 
4775,9,3100000.0,7.0,7.0,0.0,Semi-detached House,4050.0,2,land area 
4776,44,1250000.0,4.0,3.0,0.0,2-sty Terrace/Link House (Intermediate),1750.0,1,land area 
4777,9,1280000.0,4.0,4.0,0.0,Condominium (Corner),1614.0,1,built-up 
4778,9,1950000.0,7.0,7.0,2.0,2.5-sty Terrace/Link House (Intermediate),1840.0,1,land area 
4779,31,1700000.0,4.0,5.0,0.0,Semi-detached House (Intermediate),3200.0,1,land area 
4780,9,950000.0,3.0,3.0,0.0,Condominium (Corner),1415.0,0,built-up 
4781,20,2450000.0,5.0,5.0,0.0,Semi-detached House,4610.0,1,land area 
4782,9,500000.0,4.0,2.0,0.0,Condominium (Corner),1080.0,1,built-up 
4783,9,2450000.0,5.0,4.0,2.0,3-sty Terrace/Link House (EndLot),2640.0,1,land area 
4784,20,1950000.0,4.0,3.0,2.0,Semi-detached House (Intermediate),3147.0,1,land area 
4785,42,2350000.0,5.0,5.0,0.0,Semi-detached House (Intermediate),3347.0,1,land area 
4786,9,3300000.0,7.0,6.0,0.0,Semi-detached House (Intermediate),4700.0,2,land area 
4788,20,360000.0,3.0,2.0,2.0,Serviced Residence (Intermediate),950.0,1,built-up 
4789,32,530000.0,3.0,2.0,0.0,1-sty Terrace/Link House,1300.0,3,land area 
4790,20,360000.0,3.0,2.0,2.0,Serviced Residence,950.0,1,built-up 
4791,20,425000.0,3.0,2.0,2.0,Serviced Residence (Corner),950.0,1,built-up 
4792,20,435000.0,3.0,2.0,1.0,Serviced Residence (Intermediate),950.0,1,built-up 
4793,20,390000.0,3.0,2.0,0.0,Serviced Residence (Corner),950.0,1,built-up 
4794,32,790000.0,4.0,3.0,0.0,2-sty Terrace/Link House,1470.0,3,land area 
4796,11,540000.0,4.0,3.0,0.0,2-sty Terrace/Link House,1200.0,3,land area 
4797,0,620000.0,4.0,3.0,0.0,2-sty Terrace/Link House,1080.0,3,land area 
4798,10,2500000.0,3.0,3.0,2.0,Condominium,2800.0,1,built-up 
4799,4,890000.0,2.0,1.0,1.0,Condominium (Corner),1100.0,0,built-up 
4800,9,560000.0,4.0,2.0,2.0,Condominium,1300.0,3,built-up 
4801,4,3560000.0,4.0,4.0,0.0,2-sty Terrace/Link House (Corner),4825.0,0,land area 
4802,4,805000.0,2.0,1.0,1.0,Serviced Residence,790.0,0,built-up 
4803,33,735000.0,3.0,2.0,0.0,Condominium (Intermediate),1019.0,1,built-up 
4804,4,670000.0,2.0,1.0,0.0,Condominium,674.0,0,built-up 
4806,4,11500000.0,6.0,5.0,0.0,Bungalow (EndLot),17300.0,2,land area 
4807,38,610000.0,5.0,2.0,2.0,Condominium,1550.0,1,built-up 
4808,4,5850000.0,7.0,6.0,0.0,Bungalow,6650.0,1,land area 
4809,9,720000.0,3.0,2.0,2.0,Serviced Residence,971.0,2,built-up 
4810,25,300000.0,3.0,2.0,2.0,Condominium,900.0,1,built-up 
4811,41,432000.0,3.0,2.0,1.0,Condominium (Intermediate),1090.0,0,built-up 
4812,33,600000.0,1.0,2.0,1.0,Serviced Residence,873.0,0,built-up 
4813,42,350000.0,3.0,2.0,2.0,Serviced Residence,850.0,3,built-up 
4814,33,940000.0,4.0,2.0,0.0,Condominium (Intermediate),1390.0,2,built-up 
4815,31,1750000.0,8.0,7.0,5.0,2-sty Terrace/Link House (Corner),4000.0,0,built-up 
4816,44,350000.0,3.0,2.0,1.0,Apartment,830.0,0,built-up 
4817,42,2000.0,3.0,2.0,2.0,Condominium,1080.0,1,built-up 
4819,11,550000.0,3.0,2.0,1.0,Serviced Residence (Corner),1129.0,0,built-up 
4820,20,500000.0,3.0,3.0,3.0,Condominium,1250.0,3,built-up 
4821,4,1550000.0,4.0,4.0,0.0,Condominium,1869.0,0,built-up 
4822,4,1450000.0,2.0,2.0,1.0,Condominium (Corner),1704.0,0,built-up 
4823,4,1500000.0,3.0,2.0,0.0,Condominium (Intermediate),1511.0,0,built-up 
4824,4,3500000.0,4.0,4.0,2.0,2-sty Terrace/Link House (Corner),3825.0,3,land area 
4825,4,850000.0,2.0,1.0,1.0,Serviced Residence,1000.0,0,built-up 
4826,44,2700000.0,5.0,6.0,0.0,Condominium (Corner),3729.0,2,built-up 
4835,20,655000.0,3.0,2.0,2.0,Condominium,935.0,1,built-up 
4837,20,655000.0,2.0,2.0,2.0,Condominium,935.0,1,built-up 
4838,20,345000.0,3.0,2.0,1.0,Serviced Residence (Intermediate),950.0,1,built-up 
4839,23,1050000.0,5.0,3.0,2.0,2-sty Terrace/Link House (EndLot),1650.0,1,land area 
4840,33,250000.0,3.0,2.0,0.0,Condominium,650.0,1,built-up 
4841,11,1100000.0,5.0,3.0,2.0,Serviced Residence,2100.0,1,built-up 
4842,46,2800000.0,5.0,3.0,0.0,Semi-detached House,3600.0,3,land area 
4843,28,2800000.0,4.0,4.0,2.0,Serviced Residence (Corner),3300.0,1,built-up 
4844,5,920000.0,3.0,2.0,1.0,Serviced Residence (Corner),1087.0,1,built-up 
4845,5,830000.0,2.0,2.0,1.0,Serviced Residence,916.0,0,built-up 
4846,5,490000.0,1.0,1.0,1.0,Serviced Residence (Intermediate),500.0,0,built-up 
4847,5,550000.0,2.0,1.0,0.0,Serviced Residence,648.0,3,built-up 
4848,5,890000.0,3.0,2.0,0.0,Serviced Residence,1119.0,3,built-up 
4849,5,845000.0,3.0,2.0,0.0,Serviced Residence,990.0,3,built-up 
4850,38,590000.0,3.0,2.0,2.0,Condominium,1550.0,1,built-up 
4851,5,800000.0,3.0,2.0,0.0,Serviced Residence,990.0,3,built-up 
4852,17,263000.0,3.0,2.0,1.0,Apartment (Intermediate),831.0,1,built-up 
4853,16,1300000.0,3.0,2.0,2.0,Condominium,1389.0,3,built-up 
4854,16,1680000.0,3.0,2.0,2.0,Condominium,1701.0,3,built-up 
4855,0,2980000.0,7.0,7.0,2.0,Bungalow (Corner),6000.0,2,land area 
4856,16,1100000.0,2.0,2.0,0.0,Condominium,1389.0,3,built-up 
4857,17,268000.0,3.0,2.0,1.0,Apartment (EndLot),826.0,1,built-up 
4858,28,2140000.0,2.0,2.0,0.0,Serviced Residence (Corner),956.0,3,built-up 
4859,14,1429123.0,1.0,1.0,0.0,Serviced Residence,904.0,1,built-up 
4860,14,1649999.0,2.0,2.0,2.0,Serviced Residence,1152.0,3,built-up 
4861,14,1719888.0,2.0,2.0,2.0,Serviced Residence,1163.0,3,built-up 
4862,14,2159999.0,3.0,4.0,2.0,Serviced Residence,1669.0,1,built-up 
4863,30,949999.0,3.0,2.0,2.0,Condominium,1122.0,3,built-up 
4864,28,2426016.0,5.0,5.0,6.0,Condominium (Corner),2732.0,1,built-up 
4865,34,588000.0,3.0,2.0,2.0,Serviced Residence,1110.0,1,built-up 
4866,34,480000.0,2.0,2.0,2.0,Serviced Residence,731.0,1,built-up 
4867,14,7500000.0,7.0,6.0,6.0,Bungalow (Intermediate),11000.0,1,land area 
4868,35,693000.0,3.0,3.0,2.0,Condominium (Corner),1184.0,1,built-up 
4869,35,881100.0,4.0,3.0,2.0,Condominium (EndLot),1475.0,3,built-up 
4870,35,950000.0,5.0,4.0,3.0,Condominium (Corner),1872.0,1,built-up 
4871,35,1289600.0,5.0,4.0,5.0,Condominium (Penthouse),1872.0,1,built-up 
4872,30,980000.0,3.0,3.0,2.0,Condominium,1828.0,1,built-up 
4873,9,579999.0,3.0,2.0,2.0,Condominium,1070.0,1,built-up 
4874,9,649999.0,3.0,2.0,3.0,Condominium,1070.0,0,built-up 
4875,9,629999.0,3.0,2.0,2.0,Condominium,1196.0,1,built-up 
4876,9,799999.0,4.0,3.0,3.0,Condominium,1599.0,0,built-up 
4877,9,699999.0,4.0,3.0,2.0,Condominium,1498.0,1,built-up 
4878,9,660000.0,4.0,3.0,2.0,Condominium (Corner),1263.0,1,built-up 
4879,28,1350000.0,3.0,3.0,1.0,Serviced Residence,1281.0,0,built-up 
4881,46,2280000.0,3.0,2.0,0.0,1-sty Terrace/Link House (Corner),3520.0,1,land area 
4882,44,300000.0,3.0,2.0,1.0,Condominium,800.0,1,built-up 
4883,20,600000.0,1.0,2.0,1.0,Serviced Residence (Corner),716.0,0,built-up 
4884,24,1500000.0,10.0,9.0,6.0,Bungalow,4700.0,2,land area 
4885,30,630000.0,1.0,1.0,1.0,Serviced Residence (Intermediate),743.0,0,built-up 
4886,44,1500000.0,6.0,4.0,2.0,Condominium (Corner),2500.0,0,built-up 
4887,30,768000.0,1.0,1.0,2.0,Serviced Residence (Corner),672.0,0,built-up 
4888,0,1150000.0,1.0,1.0,1.0,Serviced Residence,910.0,0,built-up 
4889,35,760000.0,4.0,3.0,2.0,Condominium,1496.0,3,built-up 
4890,11,390000.0,3.0,2.0,0.0,Condominium,800.0,2,built-up 
4891,18,450000.0,3.0,2.0,1.0,Condominium,1100.0,1,built-up 
4892,20,645000.0,3.0,2.0,2.0,Condominium (Corner),1168.0,0,land area 
4893,34,170000.0,3.0,2.0,0.0,Apartment (Intermediate),783.0,2,built-up 
4895,18,2700000.0,6.0,6.0,0.0,Semi-detached House,4400.0,1,land area 
4896,0,800000.0,1.0,1.0,1.0,Serviced Residence,853.0,0,built-up 
4897,9,1400000.0,4.0,4.0,2.0,Condominium,1878.0,1,built-up 
4898,35,780000.0,3.0,3.0,2.0,Condominium,1391.0,2,built-up 
4899,9,1350000.0,4.0,2.0,2.0,Condominium,1678.0,1,built-up 
4900,11,1170000.0,4.0,4.0,2.0,Condominium,1675.0,1,built-up 
4901,38,530000.0,4.0,2.0,3.0,Condominium,1333.0,1,built-up 
4902,38,540000.0,3.0,2.0,2.0,Condominium,1313.0,1,built-up 
4903,38,620000.0,3.0,2.0,2.0,Condominium,1500.0,1,built-up 
4904,38,500000.0,4.0,2.0,3.0,Condominium,1333.0,1,built-up 
4905,20,538000.0,3.0,2.0,1.0,Condominium,1215.0,1,built-up 
4906,11,300000.0,3.0,2.0,1.0,Apartment,750.0,1,built-up 
4907,11,310000.0,3.0,2.0,1.0,Condominium,810.0,1,built-up 
4908,25,350000.0,1.0,1.0,0.0,Serviced Residence,466.0,0,built-up 
4909,38,490000.0,4.0,2.0,2.0,Condominium,1313.0,1,built-up 
4910,5,1630000.0,4.0,4.0,2.0,Condominium,2068.0,3,built-up 
4911,12,750000.0,2.0,2.0,0.0,Serviced Residence,840.0,0,built-up 
4912,12,510000.0,1.0,1.0,0.0,Serviced Residence,550.0,0,built-up 
4913,11,300000.0,3.0,2.0,0.0,Condominium,810.0,1,built-up 
4914,38,400000.0,2.0,2.0,2.0,Serviced Residence,856.0,2,built-up 
4915,38,360000.0,2.0,2.0,2.0,Serviced Residence,856.0,2,built-up 
4916,38,500000.0,3.0,2.0,2.0,Serviced Residence,1260.0,1,built-up 
4917,38,480000.0,3.0,2.0,1.0,Serviced Residence (Corner),1040.0,2,built-up 
4918,38,488000.0,3.0,2.0,2.0,Serviced Residence,1009.0,0,built-up 
4919,38,430000.0,2.0,2.0,2.0,Serviced Residence,943.0,2,built-up 
4920,38,550000.0,3.0,2.0,2.0,Serviced Residence,1260.0,2,built-up 
4921,38,390000.0,3.0,2.0,2.0,Serviced Residence (Corner),1009.0,2,built-up 
4922,38,378000.0,2.0,2.0,2.0,Serviced Residence (Corner),856.0,2,built-up 
4923,38,480000.0,3.0,2.0,2.0,Serviced Residence,1095.0,1,built-up 
4924,38,395000.0,3.0,2.0,2.0,Serviced Residence,1009.0,2,built-up 
4925,38,425000.0,3.0,2.0,2.0,Serviced Residence,1009.0,1,built-up 
4926,38,390000.0,3.0,2.0,2.0,Serviced Residence,1009.0,2,built-up 
4927,36,520000.0,3.0,2.0,1.0,Serviced Residence (Intermediate),948.0,2,built-up 
4928,36,505000.0,3.0,2.0,1.0,Serviced Residence (Intermediate),948.0,2,built-up 
4929,38,380000.0,2.0,2.0,2.0,Serviced Residence,856.0,2,built-up 
4930,45,520000.0,3.0,2.0,1.0,Serviced Residence,1007.0,1,built-up 
4931,36,410000.0,3.0,2.0,2.0,Serviced Residence,819.0,3,built-up 
4932,36,333000.0,2.0,2.0,1.0,Serviced Residence,650.0,3,built-up 
4933,38,550000.0,3.0,2.0,2.0,Serviced Residence (Corner),1260.0,0,built-up 
4934,14,1206600.0,4.0,3.0,2.0,Condominium,1356.0,1,built-up 
4935,36,750000.0,3.0,2.0,1.0,Serviced Residence (Corner),1096.0,2,built-up 
4936,12,1780000.0,3.0,3.0,0.0,Serviced Residence,1442.0,3,built-up 
4937,27,4256840.0,5.0,6.0,2.0,Serviced Residence,3283.0,1,built-up 
4938,12,5000000.0,4.0,4.0,0.0,Serviced Residence,4130.0,3,built-up 
4939,12,2600000.0,4.0,4.0,0.0,Serviced Residence,2250.0,1,built-up 
4940,21,460000.0,3.0,2.0,1.0,Condominium,1050.0,1,built-up 
4941,36,630000.0,3.0,3.0,2.0,Condominium (Corner),1087.0,1,land area 
4942,28,2800000.0,5.0,5.0,0.0,Serviced Residence,2343.0,1,built-up 
4943,38,380000.0,4.0,2.0,1.0,Condominium (Corner),1211.0,2,built-up 
4945,1,410000.0,1.0,1.0,1.0,Serviced Residence,689.0,0,built-up 
4947,1,580000.0,2.0,1.0,1.0,Serviced Residence,925.0,0,built-up 
4948,1,590000.0,2.0,2.0,1.0,Serviced Residence,950.0,0,built-up 
4949,11,430000.0,3.0,2.0,0.0,Condominium (Intermediate),905.0,2,built-up 
4950,24,890000.0,4.0,4.0,2.0,Condominium,1700.0,0,built-up 
4951,1,600000.0,2.0,1.0,1.0,Serviced Residence,925.0,0,built-up 
4952,1,435000.0,1.0,1.0,1.0,Serviced Residence,613.0,0,built-up 
4953,1,420000.0,1.0,1.0,1.0,Serviced Residence,689.0,0,built-up 
4954,28,1000000.0,2.0,1.0,1.0,Serviced Residence,1141.0,0,built-up 
4955,1,2500.0,2.0,2.0,1.0,Serviced Residence,950.0,0,built-up 
4956,28,1050000.0,2.0,2.0,2.0,Serviced Residence,1141.0,0,built-up 
4957,1,750000.0,3.0,2.0,1.0,Serviced Residence,1378.0,0,built-up 
4958,30,3698000.0,7.0,7.0,0.0,Bungalow,4480.0,1,land area 
4959,28,750000.0,1.0,1.0,1.0,Serviced Residence,603.0,0,built-up 
4960,0,530000.0,2.0,1.0,1.0,Serviced Residence,1080.0,0,built-up 
4961,17,335000.0,3.0,2.0,1.0,Apartment,885.0,0,built-up 
4962,29,960000.0,4.0,3.0,2.0,Condominium (Corner),1948.0,1,built-up 
4963,29,790000.0,4.0,3.0,2.0,Condominium (Intermediate),1690.0,1,built-up 
4964,9,920000.0,4.0,3.0,2.0,Condominium,1335.0,1,built-up 
4965,20,655000.0,3.0,2.0,2.0,Condominium,948.0,1,built-up 
4966,9,5800000.0,6.0,7.0,4.0,Bungalow (Intermediate),7950.0,1,land area 
4967,16,2400000.0,7.0,6.0,2.0,3-sty Terrace/Link House (Intermediate),1760.0,1,land area 
4968,16,2250000.0,4.0,4.0,2.0,3-sty Terrace/Link House (Corner),1442.0,0,land area 
4969,20,1980000.0,4.0,3.0,0.0,Bungalow (Intermediate),5837.0,1,land area 
4970,14,4800000.0,6.0,4.0,0.0,Bungalow (Intermediate),7600.0,1,land area 
4971,47,688000.0,3.0,2.0,1.0,Serviced Residence (Intermediate),1100.0,0,built-up 
4972,12,1600000.0,1.0,2.0,1.0,Serviced Residence (Intermediate),1130.0,0,built-up 
4973,37,550000.0,2.0,2.0,1.0,Condominium,667.0,1,built-up 
4974,20,1053000.0,4.0,4.0,2.0,Condominium,1691.0,1,built-up 
4975,20,812000.0,4.0,4.0,2.0,Condominium,1250.0,1,built-up 
4976,37,898380.0,3.0,2.0,2.0,Condominium,1087.0,1,built-up 
4977,37,707000.0,2.0,2.0,1.0,Condominium,829.0,1,built-up 
4978,31,3600000.0,7.0,6.0,0.0,Bungalow (Corner),4900.0,1,land area 
4980,20,933000.0,3.0,3.0,2.0,Condominium (Intermediate),1523.0,1,built-up 
4982,48,680000.0,3.0,3.0,2.0,2-sty Terrace/Link House (Intermediate),1080.0,1,land area 
4984,11,580000.0,3.0,3.0,0.0,2-sty Terrace/Link House,1170.0,1,built-up 
4985,11,420000.0,2.0,2.0,1.0,Condominium,900.0,3,built-up 
4986,9,930000.0,5.0,3.0,2.0,Condominium,1513.0,1,built-up 
4987,19,1080000.0,5.0,3.0,2.0,2-sty Terrace/Link House,1650.0,1,land area 
4988,18,520000.0,3.0,2.0,2.0,Condominium,1100.0,1,built-up 
4989,11,360000.0,1.0,1.0,0.0,Serviced Residence,610.0,0,built-up 
4990,20,398000.0,3.0,2.0,2.0,Serviced Residence (Intermediate),950.0,2,built-up 
4991,41,545000.0,3.0,2.0,2.0,Serviced Residence (Intermediate),980.0,0,built-up 
4992,36,350000.0,2.0,2.0,0.0,Serviced Residence,646.0,3,built-up 
4993,4,4900000.0,6.0,3.0,4.0,Bungalow (Intermediate),6609.0,1,land area 
4994,0,2200000.0,6.0,6.0,2.0,2.5-sty Terrace/Link House (Corner),5403.0,1,land area 
4995,36,414600.0,3.0,2.0,2.0,Serviced Residence,850.0,3,built-up 
4996,0,1350000.0,4.0,4.0,0.0,Semi-detached House (Intermediate),3600.0,0,built-up 
5000,11,535800.0,4.0,2.0,2.0,Condominium (Intermediate),1000.0,1,land area 
5001,14,4498000.0,6.0,7.0,0.0,Bungalow,3000.0,2,land area 
5002,29,560000.0,3.0,2.0,2.0,Condominium,986.0,1,built-up 
5003,29,600000.0,3.0,2.0,2.0,Condominium,986.0,1,built-up 
5004,41,380000.0,2.0,1.0,1.0,2-sty Terrace/Link House,770.0,1,land area 
5005,16,2150000.0,4.0,4.0,0.0,2-sty Terrace/Link House (Intermediate),2530.0,0,built-up 
5006,23,1100000.0,4.0,3.0,0.0,2-sty Terrace/Link House (Corner),2400.0,1,land area 
5007,11,748000.0,5.0,3.0,2.0,2-sty Terrace/Link House (Intermediate),1650.0,1,land area 
5008,35,620000.0,3.0,2.0,2.0,Condominium,1019.0,1,built-up 
5009,30,800000.0,2.0,2.0,1.0,Serviced Residence (Corner),861.0,0,built-up 
5010,28,2880000.0,5.0,5.0,2.0,Serviced Residence (Corner),3383.0,0,built-up 
5011,25,1180000.0,4.0,3.0,1.0,Condominium (Intermediate),1492.0,0,built-up 
5012,9,1123000000.0,6.0,4.0,4.0,Condominium,1930.0,3,built-up 
5013,9,950000.0,4.0,3.0,2.0,Semi-detached House,2660.0,3,land area 
5014,4,2350000.0,5.0,4.0,0.0,Condominium,3509.0,1,built-up 
5015,4,1900000.0,4.0,6.0,0.0,Condominium,2745.0,1,built-up 
5016,4,1450000.0,4.0,4.0,0.0,Condominium,1905.0,1,built-up 
5017,35,630000.0,4.0,3.0,2.0,Condominium,1577.0,1,built-up 
5018,35,834000.0,4.0,4.0,3.0,Condominium,1614.0,1,built-up 
5019,4,2430000.0,6.0,5.0,3.0,Condominium,3046.0,1,built-up 
5020,29,280000.0,3.0,2.0,0.0,Flat (EndLot),721.0,1,built-up 
5021,35,780000.0,4.0,3.0,2.0,Condominium,1391.0,1,built-up 
5022,9,390000.0,3.0,2.0,1.0,Condominium (Intermediate),1091.0,3,built-up 
5023,4,4275000.0,4.0,5.0,3.0,Condominium (Corner),3239.0,1,built-up 
5024,4,7100000.0,4.0,6.0,3.0,Condominium (Corner),4300.0,1,built-up 
5025,4,5115000.0,4.0,5.0,3.0,Condominium (Corner),3300.0,1,built-up 
5026,4,10680000.0,6.0,7.0,5.0,Condominium (Corner),6913.0,1,built-up 
5027,4,7700000.0,5.0,6.0,3.0,Condominium (Corner),4771.0,1,built-up 
5028,4,6450000.0,4.0,5.0,3.0,Condominium (Corner),4025.0,1,built-up 
5029,4,7400000.0,5.0,6.0,3.0,Condominium (Corner),4945.0,1,built-up 
5030,4,10800000.0,6.0,7.0,5.0,Condominium (Corner),6913.0,1,built-up 
5031,4,7500000.0,5.0,6.0,3.0,Condominium (Corner),4771.0,1,built-up 
5032,4,7380000.0,5.0,6.0,4.0,Condominium (Corner),4945.0,1,built-up 
5033,23,490000.0,3.0,2.0,3.0,Serviced Residence (Intermediate),1137.0,1,built-up 
5034,35,205000.0,3.0,2.0,0.0,Flat (Corner),955.0,1,built-up 
5035,46,1680000.0,3.0,3.0,2.0,Serviced Residence,1444.0,3,built-up 
5036,23,200000.0,3.0,2.0,0.0,Apartment (Intermediate),650.0,1,built-up 
5037,28,1182000.0,3.0,2.0,0.0,Condominium (Intermediate),1182.0,1,built-up 
5038,14,1150000.0,4.0,4.0,0.0,Serviced Residence (Corner),1480.0,0,built-up 
5039,14,1250000.0,3.0,2.0,1.0,Serviced Residence (Intermediate),1203.0,1,built-up 
5040,14,1250000.0,4.0,4.0,0.0,Serviced Residence (Corner),1480.0,1,built-up 
5041,14,900000.0,2.0,1.0,1.0,Serviced Residence (Corner),828.0,1,built-up 
5042,18,1000000.0,4.0,3.0,2.0,Condominium (Corner),1710.0,0,built-up 
5043,14,2400000.0,5.0,4.0,3.0,Serviced Residence (Corner),2700.0,0,built-up 
5044,14,1400000.0,4.0,4.0,2.0,Serviced Residence (Corner),1573.0,1,built-up 
5045,35,800000.0,4.0,3.0,2.0,Condominium,1893.0,1,built-up 
5046,35,740000.0,4.0,3.0,2.0,Condominium,1893.0,1,built-up 
5047,11,480000.0,4.0,3.0,2.0,2-sty Terrace/Link House (Intermediate),1300.0,2,land area 
5048,35,780000.0,4.0,3.0,2.0,Condominium,1295.0,1,built-up 
5049,35,1380000.0,4.0,4.0,2.0,Condominium,1856.0,1,built-up 
5050,35,880000.0,3.0,2.0,2.0,Condominium,1319.0,1,built-up 
5051,18,1230000.0,5.0,4.0,3.0,Condominium,1991.0,0,built-up 
5052,18,926228.0,4.0,4.0,2.0,Condominium,1719.0,1,built-up 
5053,35,750000.0,4.0,3.0,2.0,Condominium,1391.0,1,built-up 
5054,19,400000.0,1.0,1.0,1.0,Condominium (Studio),481.0,0,built-up 
5055,18,1130000.0,4.0,4.0,3.0,Condominium,1799.0,1,built-up 
5056,35,906000.0,5.0,4.0,3.0,Condominium,1611.0,1,built-up 
5057,35,730000.0,4.0,3.0,2.0,Condominium,1391.0,1,built-up 
5058,23,1300000.0,6.0,5.0,3.0,3-sty Terrace/Link House,1650.0,2,built-up 
5059,19,430000.0,2.0,1.0,1.0,Condominium,698.0,0,built-up 
5060,19,420000.0,2.0,2.0,0.0,Condominium,840.0,3,built-up 
5061,35,750000.0,4.0,3.0,2.0,Condominium,1298.0,1,built-up 
5062,18,470000.0,3.0,2.0,1.0,Condominium,1200.0,1,built-up 
5063,35,1150000.0,4.0,4.0,2.0,Condominium,1788.0,1,built-up 
5064,35,679000.0,2.0,2.0,1.0,Condominium,990.0,1,built-up 
5065,35,777990.0,4.0,3.0,2.0,Condominium,1496.0,1,built-up 
5066,35,520000.0,2.0,2.0,1.0,Serviced Residence,713.0,3,built-up 
5067,11,1000000.0,5.0,4.0,1.0,Condominium (Corner),1675.0,1,built-up 
5068,11,1250000.0,5.0,5.0,0.0,2.5-sty Terrace/Link House (Intermediate),1950.0,1,land area 
5069,11,2700000.0,6.0,6.0,4.0,Bungalow (Intermediate),5000.0,1,land area 
5070,11,1550000.0,5.0,4.0,0.0,2-sty Terrace/Link House (EndLot),2960.0,2,land area 
5071,11,850000.0,4.0,3.0,0.0,2-sty Terrace/Link House (Intermediate),1650.0,1,land area 
5072,41,1400000.0,5.0,3.0,0.0,2-sty Terrace/Link House (Corner),3200.0,3,land area 
5073,21,448000.0,3.0,2.0,2.0,Serviced Residence (Corner),957.0,3,built-up 
5074,11,680000.0,4.0,3.0,0.0,2-sty Terrace/Link House (Intermediate),1400.0,1,land area 
5075,11,850000.0,4.0,3.0,0.0,2-sty Terrace/Link House (Intermediate),1760.0,1,land area 
5076,11,1100000.0,5.0,4.0,0.0,2.5-sty Terrace/Link House (Intermediate),1650.0,1,land area 
5077,11,1150000.0,5.0,4.0,0.0,2.5-sty Terrace/Link House (Intermediate),1650.0,1,land area 
5078,11,2450000.0,6.0,5.0,0.0,Semi-detached House (Corner),4250.0,2,land area 
5079,7,600000.0,1.0,1.0,0.0,Serviced Residence (Intermediate),468.0,0,built-up 
5080,7,550000.0,1.0,1.0,0.0,Serviced Residence,499.0,0,built-up 
5081,7,757000.0,1.0,1.0,0.0,Serviced Residence,606.0,0,built-up 
