,Location,Price,Rooms,Bathrooms,Car Parks,Property Type,Size,Furnishing,Size_type
23974,28,4800000.0,3.0,3.0,0.0,Serviced Residence,2142.0,3,built-up 
23975,0,1530000.0,2.0,3.0,0.0,Serviced Residence,931.0,1,built-up 
23976,28,1820000.0,3.0,3.0,0.0,Condominium,1232.0,0,built-up 
23977,28,1490000.0,2.0,3.0,1.0,Condominium,991.0,0,built-up 
23978,28,1435000.0,2.0,2.0,1.0,Condominium,867.0,0,built-up 
23979,28,1300000.0,2.0,2.0,1.0,Condominium,871.0,0,built-up 
23980,28,1390000.0,3.0,3.0,0.0,Serviced Residence,1281.0,0,built-up 
23982,37,898380.0,3.0,2.0,2.0,Condominium (Corner),1087.0,1,built-up 
23983,34,588000.0,3.0,2.0,2.0,Serviced Residence (Intermediate),1089.0,1,built-up 
23984,3,650000.0,3.0,2.0,2.0,Condominium (Intermediate),1260.0,0,built-up 
23985,3,600000.0,3.0,2.0,2.0,Condominium (Intermediate),960.0,0,built-up 
23986,29,800000.0,7.0,6.0,2.0,Condominium,2387.0,1,built-up 
23987,46,1650000.0,4.0,5.0,0.0,Serviced Residence (Corner),1840.0,0,built-up 
23988,21,1100000.0,3.0,2.0,1.0,Condominium (Intermediate),1746.0,1,built-up 
23989,3,430000.0,4.0,2.0,2.0,Condominium (Intermediate),1076.0,1,built-up 
23991,42,425000.0,2.0,2.0,1.0,Condominium (Intermediate),885.0,1,built-up 
23992,42,425000.0,2.0,2.0,1.0,Condominium (Intermediate),885.0,1,built-up 
23993,20,1220000.0,4.0,3.0,2.0,Condominium (EndLot),1875.0,1,built-up 
23994,30,2841000.0,5.0,5.0,0.0,Condominium,2841.0,1,built-up 
23995,3,450000.0,3.0,3.0,2.0,Apartment (Intermediate),1140.0,0,built-up 
23996,1,3600000.0,4.0,4.0,3.0,Condominium (Corner),3240.0,1,built-up 
23997,37,640000.0,1.0,1.0,1.0,Condominium (Corner),667.0,1,built-up 
23998,23,320000.0,3.0,3.0,2.0,Townhouse (Intermediate),865.0,1,built-up 
23999,23,215000.0,3.0,2.0,0.0,Flat (Corner),720.0,1,built-up 
24000,30,1600000.0,5.0,5.0,2.0,Condominium (Penthouse),4300.0,1,built-up 
24001,23,515000.0,3.0,2.0,2.0,Condominium (Intermediate),1030.0,1,built-up 
24002,46,2600000.0,5.0,4.0,2.0,Semi-detached House,3600.0,1,land area 
24003,11,720000.0,3.0,2.0,0.0,1-sty Terrace/Link House (Corner),2730.0,1,land area 
24005,28,1766400.0,5.0,4.0,1.0,Serviced Residence (Corner),2208.0,0,built-up 
24006,35,1900000.0,4.0,4.0,3.0,Semi-detached House,3800.0,1,land area 
24007,29,220000.0,3.0,2.0,0.0,Flat,932.0,1,built-up 
24008,36,380000.0,3.0,2.0,1.0,Condominium (Intermediate),1007.0,1,built-up 
24009,36,400000.0,3.0,2.0,1.0,Condominium,1007.0,2,built-up 
24010,47,610000.0,3.0,2.0,0.0,Serviced Residence,1100.0,1,built-up 
24011,47,670000.0,3.0,2.0,1.0,Serviced Residence,1150.0,1,built-up 
24012,36,440000.0,3.0,2.0,2.0,Condominium,1007.0,0,built-up 
24013,36,420000.0,3.0,2.0,1.0,Condominium,1007.0,1,built-up 
24014,36,450000.0,3.0,2.0,1.0,Condominium,1007.0,0,built-up 
24015,47,650000.0,3.0,2.0,1.0,Serviced Residence,1100.0,0,built-up 
24016,23,298000.0,3.0,2.0,1.0,Apartment (Intermediate),860.0,3,built-up 
24017,36,688000.0,4.0,3.0,2.0,Condominium,1345.0,1,built-up 
24018,36,640000.0,4.0,3.0,2.0,Condominium,1345.0,1,built-up 
24019,36,580000.0,3.0,2.0,1.0,Condominium,1087.0,0,built-up 
24020,30,835000.0,2.0,2.0,0.0,Serviced Residence (Intermediate),913.0,0,built-up 
24021,15,728000.0,2.0,2.0,0.0,Serviced Residence,1098.0,0,built-up 
24022,30,915000.0,4.0,3.0,0.0,Condominium,1828.0,1,built-up 
24023,30,880000.0,3.0,2.0,0.0,Condominium (Corner),1561.0,1,built-up 
24024,30,1598000.0,4.0,4.0,0.0,Condominium,2497.0,1,built-up 
24025,30,700000.0,2.0,2.0,0.0,Condominium,1080.0,0,built-up 
24026,9,1150000.0,5.0,3.0,2.0,Condominium,1513.0,3,built-up 
24027,19,880000.0,3.0,2.0,0.0,Condominium,1287.0,1,built-up 
24028,19,1150000.0,5.0,4.0,2.0,Condominium,1922.0,3,built-up 
24029,30,1360000.0,4.0,3.0,0.0,Condominium,1838.0,3,built-up 
24030,13,10800000.0,9.0,10.0,6.0,Bungalow (Corner),11700.0,2,land area 
24031,13,9500000.0,5.0,7.0,0.0,Bungalow (Corner),11000.0,0,land area 
24032,37,3900000.0,5.0,4.0,4.0,Bungalow,8288.0,1,land area 
24033,21,320000.0,3.0,2.0,1.0,Condominium,1064.0,1,built-up 
24034,44,1400000.0,4.0,4.0,3.0,2.5-sty Terrace/Link House (Intermediate),1903.0,2,land area 
24035,20,1438000.0,5.0,4.0,3.0,Condominium (Corner),2378.0,1,built-up 
24036,41,1800000.0,6.0,4.0,0.0,2-sty Terrace/Link House (Corner),4300.0,1,built-up 
24037,20,650000.0,7.0,2.0,2.0,2-sty Terrace/Link House (Intermediate),1600.0,2,land area 
24038,48,2600000.0,6.0,6.0,0.0,Condominium (Corner),4750.0,1,built-up 
24039,12,1200000.0,4.0,4.0,1.0,Condominium (Corner),1786.0,0,built-up 
24040,0,1150000.0,6.0,6.0,0.0,2.5-sty Terrace/Link House (Intermediate),1920.0,1,land area 
24042,0,620000.0,4.0,3.0,0.0,2-sty Terrace/Link House,1900.0,3,built-up 
24043,18,850000.0,4.0,3.0,0.0,Condominium,1467.0,3,built-up 
24044,18,780000.0,3.0,2.0,0.0,Condominium,1253.0,2,built-up 
24045,23,2100000.0,6.0,6.0,0.0,Semi-detached House (Intermediate),2880.0,2,land area 
24046,16,4800000.0,6.0,7.0,0.0,3-sty Terrace/Link House (Corner),4400.0,0,land area 
24047,23,1000000.0,4.0,4.0,2.0,2-sty Terrace/Link House (Intermediate),1540.0,1,land area 
24048,16,5200000.0,7.0,7.0,0.0,3-sty Terrace/Link House (Intermediate),2788.0,1,land area 
24049,16,2700000.0,5.0,5.0,0.0,3-sty Terrace/Link House (Intermediate),3211.0,1,built-up 
24050,48,370000.0,3.0,2.0,1.0,Condominium,880.0,3,built-up 
24051,28,2800000.0,4.0,4.0,3.0,Condominium (Intermediate),2809.0,0,built-up 
24053,8,1500000.0,3.0,2.0,2.0,Serviced Residence,1555.0,1,built-up 
24056,28,2753000.0,4.0,4.0,2.0,Condominium (Corner),2809.0,1,built-up 
24058,30,980000.0,2.0,2.0,1.0,Serviced Residence,851.0,1,built-up 
24059,14,2800000.0,4.0,3.0,0.0,Condominium (Corner),2800.0,1,built-up 
24060,23,355000.0,3.0,2.0,1.0,Apartment (Intermediate),847.0,2,built-up 
24061,9,1750000.0,5.0,4.0,0.0,2.5-sty Terrace/Link House,2160.0,1,land area 
24062,9,3000000.0,6.0,5.0,4.0,Condominium (Corner),4134.0,3,built-up 
24063,42,730000.0,3.0,2.0,2.0,Serviced Residence,1130.0,0,built-up 
24064,28,1435000.0,1.0,1.0,0.0,Serviced Residence (Studio),566.0,1,built-up 
24065,30,5900000.0,6.0,6.0,0.0,Bungalow,3400.0,1,land area 
24066,28,2068000.0,3.0,2.0,0.0,Serviced Residence,995.0,1,built-up 
24067,19,630000.0,3.0,2.0,1.0,Condominium (Corner),1216.0,1,built-up 
24068,21,420000.0,4.0,2.0,1.0,Apartment,1194.0,1,built-up 
24069,6,435000.0,3.0,2.0,2.0,Condominium,1405.0,1,built-up 
24072,9,560000.0,3.0,2.0,0.0,Condominium,1252.0,0,built-up 
24073,9,499000.0,3.0,2.0,1.0,Condominium (Intermediate),1224.0,1,built-up 
24074,17,290000.0,3.0,2.0,0.0,Apartment,1016.0,3,land area 
24075,28,6000000.0,4.0,4.0,2.0,Condominium (Duplex),3200.0,1,built-up 
24076,21,600000.0,3.0,2.0,2.0,Condominium,1200.0,3,built-up 
24077,28,1996400.0,3.0,2.0,2.0,Serviced Residence (Duplex),1426.0,0,built-up 
24078,28,1925100.0,3.0,2.0,2.0,Serviced Residence (Duplex),1426.0,0,built-up 
24079,28,1111800.0,2.0,1.0,0.0,Serviced Residence,654.0,3,built-up 
24080,28,993000.0,2.0,1.0,0.0,Serviced Residence,662.0,3,built-up 
24081,28,1166100.0,3.0,2.0,0.0,Serviced Residence,897.0,0,built-up 
24082,28,1500000.0,1.0,2.0,0.0,Serviced Residence,1200.0,0,built-up 
24083,28,1700000.0,3.0,3.0,2.0,Serviced Residence,1335.0,0,built-up 
24084,28,1925100.0,4.0,3.0,2.0,Serviced Residence (Duplex),1426.0,0,built-up 
24088,31,3800000.0,5.0,5.0,5.0,Bungalow,3100.0,0,land area 
24089,28,1100000.0,2.0,2.0,0.0,Serviced Residence,1000.0,0,built-up 
24090,28,3797640.0,4.0,4.0,2.0,Serviced Residence,3897.0,3,built-up 
24091,28,8552320.0,5.0,5.0,4.0,Serviced Residence (Corner),7793.0,0,built-up 
24092,28,4396752.0,4.0,4.0,2.0,Serviced Residence (Corner),3897.0,0,built-up 
24093,28,5070000.0,3.0,3.0,3.0,Serviced Residence,2142.0,1,built-up 
24094,28,3360000.0,2.0,1.0,1.0,Serviced Residence,1425.0,1,built-up 
24095,28,3930000.0,2.0,2.0,2.0,Serviced Residence,1636.0,1,built-up 
24096,28,2760000.0,1.0,1.0,1.0,Serviced Residence,1023.0,1,built-up 
24097,27,1500000.0,2.0,1.0,1.0,Serviced Residence,1087.0,0,built-up 
24098,27,2600000.0,3.0,2.0,1.0,Serviced Residence,1625.0,0,built-up 
24099,27,2000000.0,2.0,2.0,1.0,Serviced Residence,1625.0,1,built-up 
24100,27,5540000.0,5.0,6.0,3.0,Serviced Residence,4058.0,1,built-up 
24101,27,4090320.0,4.0,6.0,2.0,Serviced Residence,2982.0,1,built-up 
24102,27,4082960.0,4.0,6.0,2.0,Serviced Residence,2982.0,1,built-up 
24103,27,4037880.0,4.0,6.0,2.0,Serviced Residence,2982.0,1,built-up 
24104,27,4118840.0,4.0,6.0,2.0,Serviced Residence,3143.0,1,built-up 
24105,27,4103200.0,4.0,6.0,2.0,Serviced Residence,3143.0,1,built-up 
24106,28,3616800.0,4.0,4.0,2.0,Serviced Residence (Corner),3897.0,3,built-up 
24107,1,7234000.0,4.0,5.0,3.0,Condominium,5834.0,1,built-up 
24108,1,5500000.0,4.0,5.0,2.0,Condominium,3500.0,1,built-up 
24109,1,4300000.0,4.0,5.0,2.0,Condominium,3554.0,1,built-up 
24110,11,935000.0,3.0,2.0,1.0,Serviced Residence (Intermediate),915.0,0,built-up 
24111,11,500000.0,3.0,2.0,0.0,2-sty Terrace/Link House (Intermediate),1067.0,3,built-up 
24112,40,370000.0,1.0,1.0,0.0,Serviced Residence (Intermediate),500.0,0,built-up 
24113,30,1680000.0,5.0,4.0,2.0,Condominium (Corner),2465.0,0,built-up 
24116,45,3322000.0,6.0,7.0,6.0,Semi-detached House (Corner),5661.0,1,land area 
24117,45,3150000.0,5.0,6.0,6.0,Semi-detached House (Corner),4961.0,1,land area 
24118,46,1350000.0,4.0,3.0,2.0,Serviced Residence,1691.0,1,built-up 
24120,42,2300.0,3.0,3.0,2.0,Serviced Residence,1430.0,1,built-up 
24121,11,483000.0,3.0,2.0,2.0,Condominium (Intermediate),1018.0,2,land area 
24122,19,1380000.0,5.0,3.0,0.0,2-sty Terrace/Link House (Corner),3300.0,1,land area 
24123,4,1490000.0,4.0,3.0,0.0,2-sty Terrace/Link House,1870.0,3,land area 
24124,48,660000.0,4.0,2.0,2.0,Condominium (Intermediate),1286.0,1,built-up 
24125,11,475000.0,3.0,2.0,1.0,Serviced Residence (Intermediate),950.0,0,built-up 
24126,11,450000.0,3.0,2.0,1.0,Serviced Residence,950.0,0,land area 
24127,11,450000.0,3.0,2.0,1.0,Serviced Residence,950.0,0,built-up 
24128,9,600000.0,4.0,2.0,3.0,Condominium,1240.0,0,built-up 
24129,11,758000.0,5.0,3.0,2.0,2-sty Terrace/Link House,1540.0,1,land area 
24130,9,395000.0,3.0,2.0,1.0,Apartment (EndLot),954.0,3,built-up 
24131,28,1050000.0,1.0,1.0,0.0,Serviced Residence,636.0,0,land area 
24132,11,840000.0,4.0,3.0,2.0,2-sty Terrace/Link House (Intermediate),1760.0,1,land area 
24133,11,288000.0,3.0,2.0,1.0,Condominium (Intermediate),861.0,1,land area 
24134,8,590000.0,1.0,1.0,0.0,Serviced Residence (Intermediate),550.0,0,land area 
24135,25,298000.0,3.0,2.0,0.0,Apartment (Intermediate),861.0,1,land area 
24136,11,555000.0,2.0,2.0,2.0,Serviced Residence (Intermediate),920.0,1,built-up 
24139,21,918000.0,4.0,4.0,1.0,Condominium (Penthouse),2400.0,0,land area 
24140,11,438000.0,3.0,2.0,1.0,Condominium,1023.0,1,land area 
24141,9,2590000.0,5.0,5.0,0.0,4.5-sty Terrace/Link House (Intermediate),4344.0,1,built-up 
24142,11,350000.0,4.0,2.0,1.0,Apartment (Corner),1084.0,1,built-up 
24143,30,720000.0,1.0,1.0,1.0,Serviced Residence (Corner),672.0,0,built-up 
24144,30,3300000.0,5.0,5.0,6.0,Condominium (Corner),4728.0,1,land area 
24145,4,2000000.0,4.0,4.0,0.0,Serviced Residence (Corner),2000.0,1,built-up 
24146,14,4000000.0,7.0,6.0,2.0,3-sty Terrace/Link House (Corner),2691.0,1,land area 
24147,16,5600000.0,7.0,8.0,3.0,Semi-detached House (Corner),3456.0,1,land area 
24148,40,3400000.0,5.0,4.0,3.0,Condominium (Corner),3336.0,1,built-up 
24149,30,1200000.0,4.0,3.0,2.0,Condominium (Corner),1897.0,1,built-up 
24150,30,1350000.0,5.0,4.0,2.0,Condominium,2430.0,1,built-up 
24156,14,5480000.0,6.0,4.0,3.0,Bungalow (Corner),9203.0,2,land area 
24157,20,438000.0,3.0,2.0,0.0,Serviced Residence,950.0,1,built-up 
24158,26,880000.0,1.0,1.0,1.0,Condominium,710.0,1,built-up 
24159,18,800000.0,1.0,1.0,2.0,Serviced Residence (Intermediate),672.0,0,built-up 
24160,20,739000.0,3.0,2.0,2.0,Condominium,1048.0,1,built-up 
24161,18,750000.0,1.0,1.0,1.0,Serviced Residence (Intermediate),672.0,0,built-up 
24162,20,788000.0,3.0,2.0,2.0,Condominium,935.0,0,built-up 
24163,18,1300000.0,2.0,2.0,1.0,Serviced Residence (Intermediate),1060.0,0,built-up 
24164,21,488000.0,3.0,2.0,0.0,Condominium (Corner),1100.0,1,built-up 
24165,38,450000.0,3.0,2.0,2.0,Condominium,1000.0,1,built-up 
24166,18,1250000.0,2.0,2.0,1.0,Serviced Residence (Intermediate),1148.0,0,built-up 
24167,9,2280000.0,5.0,6.0,3.0,3-sty Terrace/Link House (Corner),3272.0,1,land area 
24168,1,2480000.0,7.0,7.0,0.0,Bungalow,4080.0,1,land area 
24169,0,2480000.0,7.0,7.0,0.0,Bungalow,4080.0,1,land area 
24170,38,499000.0,3.0,3.0,0.0,2.5-sty Terrace/Link House (Intermediate),880.0,3,land area 
24171,0,930000.0,5.0,3.0,0.0,Bungalow,2800.0,1,land area 
24172,40,2550000.0,5.0,4.0,0.0,Serviced Residence,3309.0,0,built-up 
24173,38,690000.0,3.0,2.0,2.0,Serviced Residence,1270.0,1,built-up 
24175,42,1150000.0,5.0,4.0,2.0,3-sty Terrace/Link House (Intermediate),1500.0,1,land area 
24176,11,969000.0,6.0,5.0,0.0,3-sty Terrace/Link House (Intermediate),1650.0,3,land area 
24177,42,1800000.0,5.0,6.0,0.0,3-sty Terrace/Link House (EndLot),2877.0,2,land area 
24178,20,380000.0,3.0,2.0,1.0,Condominium,1276.0,1,built-up 
24181,28,2050000.0,2.0,2.0,1.0,Condominium,1281.0,0,built-up 
24182,40,730000.0,1.0,1.0,1.0,Serviced Residence,667.0,1,built-up 
24183,28,3100000.0,5.0,6.0,3.0,Serviced Residence,3311.0,0,built-up 
24184,40,1125000.0,3.0,3.0,0.0,Serviced Residence,1460.0,1,built-up 
24185,42,1580000.0,5.0,4.0,2.0,3-sty Terrace/Link House (Intermediate),1500.0,0,land area 
24186,40,1200000.0,3.0,3.0,0.0,Serviced Residence,1460.0,1,built-up 
24187,28,1600000.0,1.0,1.0,1.0,Condominium,850.0,0,built-up 
24188,9,1065000.0,6.0,4.0,0.0,3-sty Terrace/Link House (Intermediate),1400.0,1,land area 
24189,9,1200000.0,6.0,6.0,0.0,3-sty Terrace/Link House (Intermediate),1650.0,1,land area 
24190,20,660000.0,5.0,4.0,2.0,Condominium,1440.0,1,built-up 
24192,30,2800000.0,4.0,6.0,0.0,Condominium (Intermediate),2702.0,1,built-up 
24193,11,825000.0,4.0,2.0,0.0,1-sty Terrace/Link House (Corner),256.0,1,land area 
24195,30,2300000.0,4.0,5.0,0.0,Condominium,2535.0,0,built-up 
24196,30,880000.0,3.0,2.0,1.0,Condominium,1388.0,2,built-up 
24197,16,3500000.0,5.0,5.0,0.0,Condominium (Corner),2454.0,1,built-up 
24198,3,3500000.0,7.0,7.0,0.0,Condominium (Corner),6361.0,0,built-up 
24200,28,3200000.0,4.0,5.0,2.0,Serviced Residence (Duplex),3897.0,3,built-up 
24201,28,1450000.0,2.0,2.0,1.0,Serviced Residence (Intermediate),1030.0,0,built-up 
24202,1,2950000.0,4.0,4.0,3.0,Condominium (Corner),4074.0,1,built-up 
24203,28,2080000.0,2.0,2.0,2.0,Serviced Residence (Corner),1271.0,1,built-up 
24204,28,2500000.0,1.0,1.0,1.0,Serviced Residence (Intermediate),1023.0,1,built-up 
24205,28,1249000.0,2.0,1.0,1.0,Serviced Residence (Intermediate),880.0,0,built-up 
24206,28,1349000.0,1.0,1.0,2.0,Serviced Residence (Intermediate),915.0,1,built-up 
24207,0,2541690.0,3.0,3.0,3.0,Serviced Residence (Corner),1632.0,1,built-up 
24208,0,1599600.0,2.0,2.0,2.0,Serviced Residence (Corner),1012.0,1,built-up 
24209,28,3528960.0,3.0,3.0,1.0,Serviced Residence (Corner),1560.0,0,built-up 
24210,28,2000000.0,2.0,2.0,2.0,Serviced Residence (Corner),1270.0,1,built-up 
24211,28,2160000.0,2.0,2.0,2.0,Serviced Residence (Corner),1271.0,0,built-up 
24212,28,3126000.0,2.0,2.0,1.0,Serviced Residence,1423.0,0,built-up 
24213,23,300000.0,3.0,2.0,1.0,Serviced Residence (Intermediate),836.0,1,built-up 
24214,11,650000.0,4.0,2.0,2.0,Condominium (Intermediate),1586.0,1,built-up 
24215,11,800000.0,4.0,3.0,0.0,2-sty Terrace/Link House (Intermediate),1760.0,0,land area 
24216,28,1807800.0,3.0,3.0,2.0,Condominium (Corner),1232.0,0,built-up 
24217,28,1000000.0,1.0,1.0,1.0,Condominium (Corner),751.0,1,built-up 
24218,28,1248000.0,1.0,1.0,1.0,Condominium (EndLot),736.0,0,built-up 
24219,28,1623800.0,3.0,2.0,2.0,Condominium,1031.0,0,built-up 
24220,1,3800000.0,5.0,4.0,2.0,Condominium (Duplex),3554.0,2,built-up 
24221,28,2318400.0,5.0,5.0,2.0,Serviced Residence,2208.0,3,built-up 
24222,28,2918000.0,4.0,4.0,1.0,Serviced Residence (Corner),2535.0,1,built-up 
24223,28,4177404.0,5.0,5.0,3.0,Serviced Residence,3897.0,1,built-up 
24224,42,560000.0,3.0,2.0,2.0,Condominium,1044.0,1,built-up 
24225,42,500000.0,3.0,2.0,2.0,Condominium,1074.0,3,built-up 
24226,42,550000.0,3.0,2.0,2.0,Condominium,1044.0,1,built-up 
24228,42,1010000.0,5.0,5.0,4.0,Condominium,2100.0,1,built-up 
24229,28,880000.0,3.0,3.0,1.0,Serviced Residence (Intermediate),1055.0,0,built-up 
24230,10,1730000.0,4.0,4.0,2.0,Apartment (Corner),2734.0,0,built-up 
24231,44,608000.0,3.0,2.0,1.0,Serviced Residence,935.0,0,built-up 
24232,23,658000.0,3.0,2.0,0.0,1-sty Terrace/Link House (Intermediate),1430.0,3,land area 
24233,23,520000.0,3.0,2.0,1.0,1-sty Terrace/Link House,1540.0,2,built-up 
24234,36,1490000.0,7.0,6.0,8.0,3-sty Terrace/Link House (Corner),4500.0,2,land area 
24235,11,620000.0,4.0,2.0,0.0,Condominium,1580.0,3,built-up 
24236,11,890000.0,5.0,4.0,3.0,Condominium,2200.0,3,land area 
24237,35,630000.0,3.0,3.0,0.0,2-sty Terrace/Link House (Intermediate),880.0,1,land area 
24238,3,350000.0,4.0,2.0,1.0,Serviced Residence (Corner),915.0,1,built-up 
24239,23,1300000.0,6.0,4.0,0.0,2.5-sty Terrace/Link House (Intermediate),1650.0,1,land area 
24240,23,1680000.0,6.0,4.0,0.0,2-sty Terrace/Link House (Corner),4080.0,3,land area 
24241,23,2100000.0,6.0,6.0,0.0,2.5-sty Terrace/Link House (Intermediate),2880.0,1,land area 
24242,3,418000.0,4.0,2.0,1.0,Serviced Residence (Intermediate),917.0,0,built-up 
24243,19,829000.0,4.0,3.0,0.0,2-sty Terrace/Link House (Intermediate),1400.0,1,land area 
24244,23,720000.0,4.0,3.0,0.0,2-sty Terrace/Link House,1760.0,1,land area 
24245,30,630000.0,2.0,2.0,1.0,Condominium,931.0,1,built-up 
24246,42,348800.0,3.0,3.0,2.0,Serviced Residence,1045.0,0,built-up 
24248,4,1230000.0,2.0,2.0,1.0,Condominium (Intermediate),1519.0,1,built-up 
24249,30,4200000.0,5.0,5.0,3.0,Condominium (Corner),4694.0,1,built-up 
24250,9,499000.0,4.0,2.0,2.0,Condominium,1231.0,3,built-up 
24251,30,2150000.0,4.0,3.0,3.0,Condominium (Corner),2707.0,1,built-up 
24252,30,2900000.0,5.0,4.0,3.0,Condominium (Corner),3317.0,1,built-up 
24254,11,1150000.0,4.0,4.0,0.0,2-sty Terrace/Link House (Corner),2870.0,1,land area 
24255,11,780000.0,4.0,3.0,0.0,2-sty Terrace/Link House (Intermediate),1430.0,2,land area 
24256,0,415000.0,3.0,2.0,0.0,Condominium,1200.0,1,built-up 
24257,11,800000.0,4.0,3.0,0.0,2-sty Terrace/Link House,1800.0,1,land area 
24258,11,650000.0,3.0,2.0,2.0,Condominium,987.0,1,built-up 
24259,44,690000.0,3.0,2.0,1.0,Condominium,1250.0,0,built-up 
24260,19,598000.0,3.0,3.0,2.0,Townhouse (Intermediate),1728.0,2,built-up 
24261,19,650000.0,3.0,3.0,2.0,Townhouse (Intermediate),1200.0,1,land area 
24262,19,635000.0,3.0,3.0,2.0,Townhouse (Intermediate),2160.0,1,land area 
24263,16,1560000.0,4.0,4.0,3.0,Townhouse (Corner),2262.0,0,land area 
24264,16,1600000.0,4.0,4.0,3.0,Townhouse (Corner),2262.0,0,land area 
24265,16,1550000.0,4.0,4.0,0.0,Townhouse (Corner),3132.0,0,land area 
24266,18,1250000.0,4.0,5.0,2.0,Condominium,1876.0,0,built-up 
24267,1,1300000.0,3.0,2.0,2.0,Serviced Residence (Intermediate),1218.0,0,built-up 
24268,9,2600000.0,5.0,6.0,2.0,Condominium (Intermediate),4344.0,0,built-up 
24269,34,450000.0,6.0,4.0,2.0,Townhouse (Intermediate),1375.0,2,land area 
24270,9,1350000.0,4.0,2.0,2.0,Condominium (Corner),1420.0,1,land area 
24271,9,580000.0,3.0,2.0,2.0,Condominium (Intermediate),1073.0,1,land area 
24272,44,655000.0,4.0,2.0,1.0,Condominium,1250.0,1,built-up 
24274,20,570000.0,2.0,2.0,1.0,Serviced Residence (Intermediate),852.0,1,built-up 
24275,9,650000.0,4.0,2.0,0.0,Condominium,1404.0,1,built-up 
24277,3,280000.0,1.0,1.0,0.0,Serviced Residence,500.0,1,built-up 
24278,42,560000.0,3.0,2.0,0.0,Condominium,1127.0,1,built-up 
24279,23,430000.0,3.0,2.0,1.0,Apartment,1001.0,2,built-up 
24280,23,365000.0,3.0,2.0,1.0,Apartment,863.0,3,built-up 
24281,16,2400000.0,7.0,7.0,2.0,3-sty Terrace/Link House,3600.0,3,built-up 
24282,11,570000.0,3.0,2.0,1.0,2-sty Terrace/Link House (Intermediate),1200.0,2,land area 
24283,38,868000.0,4.0,3.0,0.0,2-sty Terrace/Link House,2000.0,1,land area 
24284,9,320000.0,2.0,1.0,0.0,Condominium,753.0,1,built-up 
24285,30,5000000.0,7.0,6.0,2.0,Condominium (Triplex),3950.0,0,built-up 
24286,11,293000.0,2.0,2.0,1.0,Condominium (Corner),650.0,2,built-up 
24287,11,380000.0,3.0,2.0,1.0,Condominium (Corner),819.0,2,built-up 
24288,11,570000.0,3.0,2.0,2.0,Condominium (Corner),1082.0,2,built-up 
24289,9,700000.0,3.0,3.0,0.0,Condominium (Corner),1407.0,0,built-up 
24292,11,750000.0,4.0,2.0,2.0,Serviced Residence (Intermediate),979.0,2,built-up 
24293,11,770000.0,4.0,3.0,2.0,Serviced Residence (Intermediate),979.0,2,built-up 
24294,11,550000.0,3.0,2.0,1.0,Serviced Residence (Intermediate),774.0,2,built-up 
24295,11,760000.0,3.0,2.0,1.0,Serviced Residence (Corner),1200.0,2,built-up 
24296,11,770000.0,3.0,2.0,1.0,Serviced Residence,1272.0,1,built-up 
24297,11,540000.0,3.0,2.0,1.0,Serviced Residence (Intermediate),774.0,2,built-up 
24298,11,530000.0,2.0,2.0,1.0,Serviced Residence (Intermediate),720.0,2,built-up 
24299,30,2280000.0,5.0,6.0,2.0,Condominium (Corner),2707.0,1,built-up 
24300,24,670000.0,4.0,3.0,0.0,2-sty Terrace/Link House (Intermediate),1760.0,3,land area 
24301,11,3970000.0,9.0,10.0,6.0,Bungalow (Intermediate),42.0,0,land area 
24302,20,645000.0,3.0,2.0,2.0,Condominium (Intermediate),1168.0,0,built-up 
24303,41,1200000.0,4.0,4.0,5.0,2-sty Terrace/Link House (Corner),2800.0,2,built-up 
24304,41,750000.0,4.0,3.0,0.0,2-sty Terrace/Link House (Corner),34.0,1,land area 
24305,40,480000.0,1.0,1.0,1.0,Serviced Residence,640.0,0,built-up 
24306,41,1000000.0,5.0,5.0,2.0,3-sty Terrace/Link House (Intermediate),20.0,2,land area 
24307,41,880000.0,5.0,5.0,1.0,3-sty Terrace/Link House (Intermediate),16.0,1,land area 
24308,30,2760000.0,5.0,4.0,0.0,Condominium (Corner),3169.0,0,built-up 
24309,44,1770000.0,6.0,5.0,2.0,Condominium (Penthouse),3400.0,1,built-up 
24310,35,721000.0,4.0,3.0,2.0,Condominium (Corner),1643.0,0,built-up 
24311,30,1630000.0,5.0,4.0,3.0,Condominium (Corner),2648.0,1,built-up 
24312,30,900000.0,3.0,2.0,1.0,Condominium (Corner),1280.0,0,built-up 
24313,30,2250000.0,5.0,4.0,3.0,Condominium (Corner),3055.0,1,built-up 
24314,30,2300000.0,5.0,4.0,3.0,Condominium (Corner),3187.0,1,built-up 
24315,5,830000.0,2.0,2.0,1.0,Serviced Residence (Intermediate),860.0,0,built-up 
24317,30,3350000.0,3.0,6.0,3.0,Serviced Residence,4275.0,1,built-up 
24318,22,800000.0,3.0,3.0,2.0,Serviced Residence (Intermediate),1120.0,0,built-up 
24319,4,1150000.0,4.0,3.0,1.0,Condominium,1740.0,0,built-up 
24320,0,1870000.0,4.0,5.0,3.0,Serviced Residence,1920.0,0,built-up 
24322,36,960000.0,3.0,3.0,0.0,Condominium (Corner),1488.0,2,built-up 
24323,4,1400000.0,4.0,3.0,0.0,Condominium (Corner),1910.0,0,built-up 
24324,4,1100000.0,3.0,2.0,0.0,Condominium (Intermediate),1485.0,0,built-up 
24325,30,1550000.0,4.0,4.0,2.0,Condominium (Corner),1878.0,1,built-up 
24326,5,1630000.0,5.0,4.0,0.0,Condominium (Corner),2068.0,1,built-up 
